title,smdName,organizationName,sourceType,sourceUrl,icarUrl,keywords,language
பூசா வேளாண் செய்திகள் தொகுதி 35 Pusa Samachar Tamil Episode 35,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=Q8TDT_Y0hbI,https://krishi.icar.gov.in/video/watch/4153,"Offseason Nursery at Regional Station, Wellington, IARI, Ranikhet disease symptoms and management in poultry, Agri tit bits",Tamil
"किसान संपर्क यात्रा: द्वितीय दिवस - कंखवाली, मुक्तसर (पंजाब) श्री लखवीर सिंह जी",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=9YsFOTmoCxs,https://krishi.icar.gov.in/video/watch/4152,"Interaction with farmers, Pusa basmati 1847",Hindi
पूसा समाचार अंक 112 धान मे रोग प्रबंधन एवं चने की उन्नत किस्में,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=JZ1NBHM_Fhw,https://krishi.icar.gov.in/video/watch/4151,"Disease in Rice, Improved Varieties of Chickpea",Hindi
Quinoa pearler,Agricultural Engineering,ICAR-Central Institute of Agricultural Engineering,youtube,https://www.youtube.com/watch?v=3Hp5CA8n-G8,https://krishi.icar.gov.in/video/watch/4148,Quinoa,English
Daaji's talk after Heartfulness and ICAR MOU: Vice Chancellor Conference of Agricultural Universities,"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=IJfktNjvw4M,https://krishi.icar.gov.in/video/watch/4147,"Agriculture, Vice Chancellor Conference",English
"पूसा समाचार अंक 111 किसान संपर्क यात्रा की झलकियाँ, गेहूं की उन्नत किस्मे",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=on0ACDNIITE,https://krishi.icar.gov.in/video/watch/4146,"Improved variety of paddy, Improved variety of Wheat",Hindi
किसान संपर्क यात्रा: द्वितीय दिवस -भावानीगढ़ संगरूर (पंजाब) श्री गुरिंदर सिंह जी,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=qfa52X7nhQQ,https://krishi.icar.gov.in/video/watch/4145,"Paddy improved variety 1847, Contact with farmers",Hindi
किसान संपर्क यात्रा: द्वितीय दिवस -संगरूर (पंजाब) श्री गुरमेल सिंह जी,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=bt4k-C-uCAE,https://krishi.icar.gov.in/video/watch/4144,"Paddy improved variety 1847, Contact with farmers",Hindi
"किसान संपर्क यात्रा दूसरे दिन अंतिम पड़ाव संतनगर, रानिया",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=IL45xalc_kE,https://krishi.icar.gov.in/video/watch/4143,"Paddy improved variety 1847, Contact with farmers",Hindi
பூசா வேளாண் செய்திகள் தொகுதி 34 Pusa Samachar Tamil Episode 34,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=zdFvdO45kaw,https://krishi.icar.gov.in/video/watch/4142,"Mik disease, its symptoms and management in cattle    Role of biofertilizers in improving the availability of phosphorous fertilizer",Tamil
किसान संपर्क यात्रा : द्वितीय दिवस - संगरूर (पंजाब),Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=fRb1fsWY8CM,https://krishi.icar.gov.in/video/watch/4141,"Paddy improved variety 1847, Contact with farmers",Hindi
किसान संपर्क यात्रा: चौथा पड़ाव- संगरूर (पंजाब),Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=EO90LjcUnzs,https://krishi.icar.gov.in/video/watch/4140,"paddy improved variety 1847, Contact with farmers",Hindi
किसान संपर्क यात्रा: तीसरा पड़ाव - जींद (हरियाणा),Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=QGVX2obgt5s,https://krishi.icar.gov.in/video/watch/4139,"paddy Improved varieties 1847, Contact with farmers",Hindi
किसान संपर्क यात्रा: प्रथम पड़ाव- दरियापुर (दिल्ली),Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=BQOg14FXbDk,https://krishi.icar.gov.in/video/watch/4138,"paddy improved variety 1847, 1885, 1886, Cotact with farmers",Hindi
किसान संपर्क यात्रा: दूसरा पड़ाव - गोहाना (हरियाणा),Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=_WQEhUpUvr0,https://krishi.icar.gov.in/video/watch/4137,"Paddy Improved varieties 1847, 1885 and 1886",Hindi
किसान संपर्क यात्रा अंतिम चरण पहला दिन,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=ahkKpvIyuKk,https://krishi.icar.gov.in/video/watch/4136,"paddy, Pusa Basmati 1847, Contact with farmers",Hindi
किसान संपर्क यात्रा,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=YSLtG53THTg,https://krishi.icar.gov.in/video/watch/4135,Tour for Meeting with Farmers,Hindi
पूसा समाचार अंक 110 पूसा बासमती 1847 का किसानों द्वारा अनुभव एवं सरसों की उन्नत किस्में,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=V6qXcmgrQ78,https://krishi.icar.gov.in/video/watch/4134,"Feedback of farmers regarding improved IARI Paddy variety Pusa Basmati 1847, Improved varieties and crop management in Mustard",Hindi
तहलका मचाएगी पूसा बासमती 1847 - किसानों का अनुभव,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=9BEIcEMhGJA,https://krishi.icar.gov.in/video/watch/4133,Farmers feedback about Pusa Basmati 1847,Hindi
"पूसा समाचार अंक 109 अरहर में फसल प्रबंधन, खरपतवार नियंत्रण तथा धान में कीट एवं रोग प्रबंधन",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=JItNiyFG3tM,https://krishi.icar.gov.in/video/watch/4132,"Pest and disease management in Paddy, Crop and weed management of Pigeonpea",Hindi
"धान में ब्लास्ट, शीथ ब्लाईट एवं फॉल्स स्मट रोग प्रबंधन (Blast, Sheath Blight and False Smut Disease in paddy)",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=eDhYGTLPhE0,https://krishi.icar.gov.in/video/watch/4131,"Disease management in Paddy, Blast, Sheath Blight, False Smut",Hindi
द्राक्ष बागेतील रोग व्यवस्थापन | Pune | Krishidarshan | HD | डॉ. आर. जी. सोमकुवर | 12.08.2022,Horticultural Science,ICAR-National Research Centre for Grapes,youtube,https://www.youtube.com/watch?v=7rUSoTnAluQ,https://krishi.icar.gov.in/video/watch/4130,Grape,Marathi
பூசா வேளாண் செய்திகள் தொகுதி 33 Pusa Samachar Tamil Episode 33,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=7XPPIbaInko,https://krishi.icar.gov.in/video/watch/4129,"Intercrop cultivation of wheat,  Management practices in honey bee production",Tamil
पूसा समाचार अंक 108 - धान में सटीक पोषक तत्व प्रबंधन तथा फूलगोभी में उन्नत नर्सरी प्रबंधन,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=RPeU_wxQyGA,https://krishi.icar.gov.in/video/watch/4128,"Precision nutrient management in paddy using leaf colour chart, LCC, Improved nursery management technologies for cauliflower",Hindi
"पूसा समाचार अंक 107 सीधी बीजाई से बोयी धान में उन्नत फसल प्रबंधन, धान में बेहतर फसल प्रबंधन",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=v2iQh7iOTnk,https://krishi.icar.gov.in/video/watch/4127,"Improved Crop Management technologies of Direct Seeded Rice, DSR, Improved crop management in paddy",Hindi
पूसा संस्थान की खोज : खरपतवार नाशी दवाओं के प्रतिरोधी क्षमता वाली धान की क़िस्में,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=KFtm2TqcdRM,https://krishi.icar.gov.in/video/watch/4126,"Paddy, Direct seed rice, Weed, Weedicide",Hindi
पूसा संस्थान की खोज - धान में बौनापन का कारण एवं निदान,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=-A3K3x3u26A,https://krishi.icar.gov.in/video/watch/4125,"Viral, Paddy, Shortwning of plants",Hindi
பூசா வேளாண் செய்திகள் தொகுதி 32 Pusa Samachar Tamil Episode 32,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=RP-jDgR-ncQ,https://krishi.icar.gov.in/video/watch/4124,"Roof gardening, Jackfruit -An Overview",Tamil
"पूसा समाचार अंक 106 धान मे बौनापन की निदान, मक्का का साइलेज एवं स्वीट कॉर्न तथा बेबी कॉर्न की खेती",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=VSQ4Z8Mlo3o,https://krishi.icar.gov.in/video/watch/4123,"Management of stunting of rice, Silage making of maize, Improved varieties and production technologies of Sweet corn and Baby Corn",Hindi
धान मे बौनापन की समस्या के बारे मे विस्तृत जानकारी,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=ErrtCq5GPdI,https://krishi.icar.gov.in/video/watch/4122,"Paddy, Shortening of plants",Hindi
पूसा समाचार अंक 105 पपीते की उन्नत रोग प्रबंधन प्रौद्योगिकियां एवं बौगेनविलिया - पौधा एक उपयोग अनेक,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=Y1bap6C3vC4,https://krishi.icar.gov.in/video/watch/4121,"Improved Disease management technologies of Papaya, Multiple uses of Bougainvillea",Hindi
பூசா வேளாண் செய்திகள் 31 Pusa Samachar Tamil Episode 31,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=CVPLqZg4Fxo,https://krishi.icar.gov.in/video/watch/4120,"Nutrient management in Rice, Bee keeping- Intro",Tamil
पूसा समाचार अंक 104 अगेती सरसों एवं मूली की किस्में एवं उन्नत फसल प्रबंधन,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=tTe66gpPA1Q,https://krishi.icar.gov.in/video/watch/4119,"Improved varieties and cultivation technologies of early mustard, Improved varieties and cultivation technologies of early radish",Hindi
New initiative: Address by Secretary DARE and DG ICAR,"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=8vJNEqiZzWw,https://krishi.icar.gov.in/video/watch/4118,"Agricultural Sciences, Research",English
"Bharat Ka Amrut Mahotsav ICAR Lecture Series #10 (Speaker: Farbod Youssefi, Topic: Fostering Enabling Environment for Agribusiness)","Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=OTRY8mPdV8k,https://krishi.icar.gov.in/video/watch/4117,"Amrut Mahotsav, Agribusiness",English
"ICAR Lecture Series: Azadi Ka Amrit Mahotsav ( Speaker:  Sadhguru Vasudev Jaggi, Topic: Save Soil: The Worlds Largest Peoples Movement)","Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=Ra8CVLR_D-o,https://krishi.icar.gov.in/video/watch/4116,"Amrut Mahotsav, Soil",English
ICAR Celebrates 76th Independence Day,"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=ts513z8IcHI,https://krishi.icar.gov.in/video/watch/4115,Amrut Mahotsav,Hindi
"ICAR-मध्य भारत समाचार, अंक 30",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=qPVdST2gFcs,https://krishi.icar.gov.in/video/watch/4114,Soybean,Hindi
सोयाबीन में आनुवांशिक विशेषताएं (किस्म विकास) -डॉ राजकुमार रामटेके,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=gatH6M80GNY,https://krishi.icar.gov.in/video/watch/4113,Soybean,Hindi
सोयाबीन में आनुवांशिक विशेषताएं (दाने की संख्या/आकार-डॉ राजकुमार रामटेके,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=Sp7DW8d3ImY,https://krishi.icar.gov.in/video/watch/4112,Soybean,Hindi
सोया कृषको के लिए साप्ताहिक सलाह 04 से 10 अक्टू 2021,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=tvvduUFNk64,https://krishi.icar.gov.in/video/watch/4108,Soybean,Hindi
सोयाबीन बीजोपचार में जीवाणु समूह (कन्सोर्सिया) का प्रयोग,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=zdUjO2YBE94,https://krishi.icar.gov.in/video/watch/4107,Soybean,Hindi
सोयाबीन संवाद : श्री सुभाष अंजना जी,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=6w_ftOovExU,https://krishi.icar.gov.in/video/watch/4106,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 19",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=w_vPLve1FA4,https://krishi.icar.gov.in/video/watch/4105,Soybean,Hindi
सोयाबीन उत्पादन की जलवायु सहिष्णु पद्धतियाँ: डॉ दुपारे,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=qDbJI9by6a8,https://krishi.icar.gov.in/video/watch/4104,Soybean,Hindi
सोयाबीन किस्मों का प्रदर्शन,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=Pk3_H_zzRtM,https://krishi.icar.gov.in/video/watch/4103,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 20",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=6XzkqYGan7M,https://krishi.icar.gov.in/video/watch/4102,Soybean,Hindi
सोया संवाद : सोयाबीन में आनुवांशिक विशेषताएं (फूलों के रंग) डॉ रामटेके,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=As_2GYrsgLo,https://krishi.icar.gov.in/video/watch/4101,Soybean,Hindi
सोयाबीन की जैविक खेती कैसे करे ? डॉ राघवेन्द्र,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=4f_fO5HAEmw,https://krishi.icar.gov.in/video/watch/4100,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 21",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=y-gf40fCA3k,https://krishi.icar.gov.in/video/watch/4099,Soybean,Hindi
NRC 147 - दक्षिण व पूर्वी भारत के लिए विशिष्ट क़िस्म,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=Rb4A9SDqMwg,https://krishi.icar.gov.in/video/watch/4098,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 22",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=75U5Y23OuwI,https://krishi.icar.gov.in/video/watch/4097,Soybean,Hindi
सोयाबीन संवाद : श्री पृथ्वीसिंह जी सोलंकी,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=xc6QHnTktXk,https://krishi.icar.gov.in/video/watch/4096,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 23",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=a90mUo2vy-M,https://krishi.icar.gov.in/video/watch/4095,Soybean,Hindi
ड्रिप पद्धति से सोयाबीन की खेती : डॉ राघवेन्द्र एम,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=ZDKdD1Z7lq4,https://krishi.icar.gov.in/video/watch/4094,Soybean,Hindi
सोयाबीन ज्ञान एप : डॉ सविता कोल्हे,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=UyHObsJY5lI,https://krishi.icar.gov.in/video/watch/4093,Soybean,Hindi
सोया संवाद : प्रगतिशील किसान श्री कुलवर्धन सिंह पँवार,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=8-RwmCFTDWU,https://krishi.icar.gov.in/video/watch/4092,Soybean,Gujarati
"ICAR-मध्य भारत समाचार, अंक 24",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=qAyFJM1sy2A,https://krishi.icar.gov.in/video/watch/4091,Soybean,Hindi
सोया स्टार्टअप हेतु ICAR-IISR इंदौर का एग्री बिज़नेस इन्क्यूबेशन सेंटर,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=CMkvNmGsg1A,https://krishi.icar.gov.in/video/watch/4090,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 25",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=y4eELbhv63U,https://krishi.icar.gov.in/video/watch/4089,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 26",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=o5z2r1TmTwM,https://krishi.icar.gov.in/video/watch/4088,Soybean,Hindi
घरेलु स्तर पर खाद्य तेल का उत्पादन-डॉ मनोज श्रीवास्तव,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=TlPaE1RLXjk,https://krishi.icar.gov.in/video/watch/4087,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 27",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=BmYpog2zPPY,https://krishi.icar.gov.in/video/watch/4086,Soybean,Hindi
सोयाबीन संवाद-श्री बनेसिंह चौहान,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=5gVWSFQDNkU,https://krishi.icar.gov.in/video/watch/4085,Soybean,Hindi
सोयाबीन की टिकाऊ खेती-डॉ नीता खांडेकर,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=yeKhVccEW98,https://krishi.icar.gov.in/video/watch/4084,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 28",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=EyW5-VtZMy8,https://krishi.icar.gov.in/video/watch/4083,Soybean,Hindi
"ICAR-मध्य भारत समाचार, अंक 29",Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=IcFmk2BO_fI,https://krishi.icar.gov.in/video/watch/4082,Soybean,Hindi
सोयाबीन संवाद-श्री मेहरबानसिंह चौधरी,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=1gsMpX3iW8o,https://krishi.icar.gov.in/video/watch/4081,Soybean,Hindi
Soyabean ki nayi prajati NRC 136,Crop Science,ICAR-Indian Institute of Soybean Research,youtube,https://www.youtube.com/watch?v=Ud8J68Id7hM,https://krishi.icar.gov.in/video/watch/4080,Soybean,Hindi
Har Ghar Tiranga,Crop Science,ICAR-Sugarcane Breeding Institute,youtube,https://www.youtube.com/watch?v=qi-ri6VkOc8,https://krishi.icar.gov.in/video/watch/4074,Har Ghar Tiranga,English
Azadi Ka Amrit Mahotsav” ICAR Lecture Series #75 (Speaker: Narender Singh Tomar नरेन्द्र सिंह तोमर; Topic: Self Reliant Agriculture आत्म निर्भर कृषि,"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=ofoaaqnBRR8,https://krishi.icar.gov.in/video/watch/4073,"Amrut Mahotsav, Self reliant agriculture",Hindi
"पूसा समाचार अंक 103 सजावटी पौधों का पुनरोद्धार, फलदार पौध की उपलब्धता और खेती की प्रोद्योगिकियाँ",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=cd_4Bvo6RHQ,https://krishi.icar.gov.in/video/watch/4072,"Repotting and propagation of ornamental plants, Availability of Quality Planting Materials of Fruit Plants and cultivation technologies",Hindi
பூசா வேளாண் செய்திகள் தொகுதி 30 Pusa Samachar Tamil Episode 30,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=iAp7KWqeUrk,https://krishi.icar.gov.in/video/watch/4071,"Community based disaster management,  Sweet corn crop management",Tamil
"पूसा समाचार अंक 102 गुलदाउदी की खेती तथा कटिंग की बिधी, खरीफ सब्जी फसलों की उन्नत प्रबंधन तकनीकियाँ",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=2JU4GO2KvL4,https://krishi.icar.gov.in/video/watch/4070,"Pusa Samachar, Improved technologies for Kharif Vegetable crop management, Cultivation and propagation of Chrysanthemum",Hindi
"पूसा समाचार अंक 101 धान मे कीट एवं रोग प्रबंधन, नींबू की किस्में तथा खेती",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=juGKqHiAZjU,https://krishi.icar.gov.in/video/watch/4069,"Insect and disease management in paddy, Improved technologies for lemon, acid lime cultivation in Northern India",Hindi
பூசா வேளாண் செய்திகள் தொகுதி 29 Pusa Samachar Tamil Episode 29,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=eF2wZ_gmT5w,https://krishi.icar.gov.in/video/watch/4068,"Rice Nursery Management, Plant protection in Rice nursery, News & Tidbits, Weather Forecast",Tamil
Azadi Ka Amrit Mahotsav” ICAR Lecture Series #74 (Speaker: Trilochan Mohapatra; Topic: Science for Society: Agricultural Imeratives),"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=sEz32g68Zsw,https://krishi.icar.gov.in/video/watch/4067,"Amrut Mahotsav, Agriculture, Science, Society, Multidimensional Poverty",English
ICAR-CIAE Tractor Drawn Six-Row Planter with Fertilizer Drill for  Millet- Multi- Crops (Model II-Vertical Plate Type),Agricultural Engineering,ICAR-Central Institute of Agricultural Engineering,youtube,https://www.youtube.com/watch?v=fdXOy_LMto8,https://krishi.icar.gov.in/video/watch/4066,Millet- Multi- Crops,English
ICAR-CIAE Manually operated Pull Type Three Row Planter for Millets- Multi- Crops (Model I-Inclined Plate Type),Agricultural Engineering,ICAR-Central Institute of Agricultural Engineering,youtube,https://www.youtube.com/watch?v=zvUA4m3dI-8,https://krishi.icar.gov.in/video/watch/4065,Millets- Multi- Crops,English
ICAR-CIAE Manually Operated Portray Type Nursery Seeder,Agricultural Engineering,ICAR-Central Institute of Agricultural Engineering,youtube,https://www.youtube.com/watch?v=g4Nwil2c5sI,https://krishi.icar.gov.in/video/watch/4064,Nursery crops,English
Honey Bee pollination in Polyhouse (ICAR-IIHR),"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=PzFz6xAZXiQ,https://krishi.icar.gov.in/video/watch/4063,"Amrut Mahotsav, Honey bee and Polyhouse",English
Azadi Ka Amrit Mahotsav ICAR Lecture Series #73 (Speaker: Jean Balie; Topic: India and IRRI: Collaborating for Future of Rice Based Agri-Food Systems),"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=ASX6Yk10dSw,https://krishi.icar.gov.in/video/watch/4062,"Amrut Mahotsav, Rice, Paddy",English
Azadi Ka Amrit Mahotsav ICAR Lecture Series #72 9Speaker:Mary C Com; Topic: My Journey to Success),"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=9BFQVUO8f_g,https://krishi.icar.gov.in/video/watch/4061,"Amrut Mahotsav, Sports, Boxing",English
Azadi Ka Amrit Mahotsav ICAR Lecture Series #71 (Speaker: M.L Madan; Topic: Designer Technologies for Productivity Increase among Livestock),"Others (ICAR Hqrs, Directorate of Knowledge Management in Agriculture, etc.)",ICAR-Headquarters,youtube,https://www.youtube.com/watch?v=XNuZvjtxYW8,https://krishi.icar.gov.in/video/watch/4060,"Amrut Mahotsav, Livestock productivity",English
सध्याच्या परिस्थितीतील द्राक्षबागेतील समस्या,Horticultural Science,ICAR-National Research Centre for Grapes,youtube,https://www.youtube.com/watch?v=MNC4U-5OkmE,https://krishi.icar.gov.in/video/watch/4056,Grape,Marathi
काडी परिपक्वतेच्या समस्या,Horticultural Science,ICAR-National Research Centre for Grapes,youtube,https://www.youtube.com/watch?v=aOZ2r1THYro,https://krishi.icar.gov.in/video/watch/4055,Grape,Marathi
"हैलो किसान : बरसात में अंगूर में कीट नियंत्रण | Hello Kisan | July 08, 2022",Horticultural Science,ICAR-National Research Centre for Grapes,youtube,https://www.youtube.com/watch?v=1qFoP_q05BM,https://krishi.icar.gov.in/video/watch/4054,Grape,Hindi
उर्वरको के संतुलित एंव दक्ष प्रयोग पर राष्ट्रीय संगोष्ठी ( टिकाऊ कृषि के लिए जीवाणु खाद का उपयोग ) Balanced and Effecyive use of Fertilizers: Use of Bio-Fertilizers for Sustainable Agriculture,Agricultural Engineering,ICAR-Central Institute for Research on Cotton Technology,youtube,https://www.youtube.com/watch?v=9w3yNRTzJl4,https://krishi.icar.gov.in/video/watch/4053,"Bio-fertilizers, sustainable agriculture",Hindi
नैनो उर्वरकों का कृषि में अनुप्रयोग और संभावनाएं Application on Nanofertilizers in Agriculture,Agricultural Engineering,ICAR-Central Institute for Research on Cotton Technology,youtube,https://www.youtube.com/watch?v=jPPKncAzc3M,https://krishi.icar.gov.in/video/watch/4052,Nano fertilizers,Hindi
पूसा समाचार शतकीय अंक 100 Pusa Samachar Episode 100,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=3cHM2ALjZQc,https://krishi.icar.gov.in/video/watch/4051,"Newly released varieties of Paddy, Direct Seeded Rice technologies, Herbicide tolerant rice varieties",Hindi
पूसा समाचार अंक 99 Pusa Samachar Episode 99,Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=Ki9u0LeSFIo,https://krishi.icar.gov.in/video/watch/4050,"Nutrient Management of Basmati Varieties, Technologies for late transplanting of paddy, Arhar Dry Rot Disease Management",Hindi
"பூசா வேளாண் செய்திகள் தொகுதி 28, Pusa Samachar Tamil Episode 28",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=CXM8VGmvHnE,https://krishi.icar.gov.in/video/watch/4048,Pusa Samachar Tamil,Tamil
"पूसा समाचार अंक 98 प्याज एवं बैगन की नर्सरी प्रबंधन, मौसम की जानकारी Pusa Samachar Episode 98 Nursery management of Kharif Onion,   Nursery Management of Brinjal",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=RDVDzWiRxwg,https://krishi.icar.gov.in/video/watch/4047,"Nursery management of Kharif Onion,  Nursery Management of Brinjal",Hindi
"पूसा समाचार अंक 97 धान में बकाने रोग प्रबंधन, बाजरा की उन्नत किस्मे तथा सस्यक्रियाएँ ( Improved varieties & management practices in Bajra, Bakane disease management in nursery)",Crop Science,ICAR-Indian Agricultural Research Institute,youtube,https://www.youtube.com/watch?v=N5UggtB_uek,https://krishi.icar.gov.in/video/watch/4046,"Improved varieties & management practices in Bajra, Bakane disease management in nursery",Hindi
